ReceiptNo,Replen_Balance_Order,Cust_Sys_No,Allocated_Part,EDI_Order_Type,ShipFromCode,ShipToCode,Country,Quantity,PutAwayDate,InventoryDate,FY,Quarter,Month,Week,OrderType,Count_PO
CS-DIRSEL-RC0028607,5001561721,5001561721,NNRD4,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:27:15,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028607,5001561727,5001561727,JYT3J,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:27:15,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028607,5001561755,5001561755,F1NKY,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:27:15,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028608,5001473229,5001473229,VD10G,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-04-15 11:29:48,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028608,5001473417,5001473417,122VX,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-04-15 11:29:48,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028608,5001473857,5001473857,DHJM4,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-04-15 11:29:48,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028608,5001473906,5001473906,0Y50R,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-04-15 11:29:48,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028609,5001506764,5001506764,KMWW8,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-04-15 11:43:45,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028609,5001507193,5001507193,GMW01,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-04-15 11:43:45,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028610,5001512479,K01-5001506966,DV11C,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 11:48:09,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028610,5001512498,K01-5001507278,91YVN,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 11:48:09,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560193,5001560193,9XFPT,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560204,5001560204,5K74T,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560228,5001560228,7MKYT,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560272,5001560272,C9T67,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560332,5001560332,VK88G,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560399,5001560399,F5XM3,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560559,5001560559,G96G4,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560570,5001560570,DVDGT,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560571,5001560571,52T0R,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560589,5001560589,V9X44,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560624,5001560624,Y77T6,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560880,5001560880,3CY3R,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560916,5001560916,R6JMP,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560950,5001560950,MK44W,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001560978,5001560978,DH0DC,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001561020,5001561020,JTKH5,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001561025,5001561025,FXP90,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001561082,5001561082,RHXRG,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001561189,5001561189,0GG75,BALANCE-IN,CHHKG1,DIRSEL,KR,2,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001561421,5001561421,4FKFP,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001561546,5001561546,HNWHH,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001561584,5001561584,H4VK7,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001561616,5001561616,V36JJ,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001561646,5001561646,75FPW,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001561679,5001561679,KX55F,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028611,5001561736,5001561736,KK95M,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 11:47:13,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028612,5000880352,P01-95449447395,CW1FP,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-25 15:10:36,2024-03-25,FY25,Q1,03,WK08,P1,2
CS-DIRSEL-RC0028617,5001014774,K01-5001008089,VTH9F,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-26 11:35:37,2024-03-26,FY25,Q1,03,WK08,P3,4
CS-DIRSEL-RC0028617,5001014904,K01-5001008132,4JYW6,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-26 11:35:37,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028617,5001014925,K01-5001007858,33C7N,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-26 11:35:37,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028617,5001015538,K01-5001009139,F5NFM,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-26 11:35:37,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028618,5000816823,5000816823,4XJMF,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-03-26 11:44:11,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000934184,5000934184,KDY3R,REPLEN-IN,CSK,DIRSEL,KR,4,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000974263,K01-5000968881,K25NJ,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000974294,K01-5000968798,JH9KR,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000974503,K01-5000967653,2VJDJ,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000974539,K01-5000967661,4X33N,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000974592,K01-5000968879,CC9WN,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000974831,K01-5000968777,VTH9F,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000974971,K01-5000968418,DGRJ7,REPLEN-IN,CSK,DIRSEL,KR,2,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000974992,K01-5000967872,HMKCM,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000975003,K01-5000968904,017FP,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000975038,K01-5000968121,PRR48,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028630,5000975065,K01-5000967354,N38KP,REPLEN-IN,CSK,DIRSEL,KR,1,2024-03-26 15:13:46,2024-03-26,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028633,5000953832,P01-95449493403,1V4T3,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-26 15:50:48,2024-03-26,FY25,Q1,03,WK08,P1,2
CS-DIRSEL-RC0028633,5000957974,P01-95448728273,DTTXF,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-26 15:50:48,2024-03-26,FY25,Q1,03,WK08,P1,2
CS-DIRSEL-RC0028633,5000985524,P01-95449524916,3K7DW,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-26 15:50:48,2024-03-26,FY25,Q1,03,WK08,P1,2
CS-DIRSEL-RC0028634,5001080633,P01-95449608411,1JYWX,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-29 11:36:50,2024-03-29,FY25,Q1,03,WK08,P1,2
CS-DIRSEL-RC0028636,5001086876,P01-95449613985,TK667,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-29 11:40:16,2024-03-29,FY25,Q1,03,WK08,P1,2
CS-DIRSEL-RC0028636,5001128511,P01-95449651384,4X33N,PNAC-IN,CSK,DIRSEL,KR,1,2024-03-29 11:40:16,2024-03-29,FY25,Q1,03,WK08,P1,2
CS-DIRSEL-RC0028637,5001114868,K01-5001109161,DPC2R,REPLEN-IN,CSK,DIRSEL,KR,3,2024-03-29 11:56:01,2024-03-29,FY25,Q1,03,WK08,P3,2
CS-DIRSEL-RC0028638,5001125563,P01-95449647781,TK667,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-01 11:34:09,2024-04-01,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028639,5001134365,P01-95449609193,DTTXF,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-01 11:39:31,2024-04-01,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028642,5001179072,P01-95449696100,FT8V4,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-02 14:30:54,2024-04-02,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028642,5001184844,P01-95449612670,VTH9F,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-02 14:30:54,2024-04-02,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028642,5001184851,P01-95449612143,VTH9F,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-02 14:30:54,2024-04-02,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028643,5001245323,P01-95449763282,1JYWX,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-02 14:34:51,2024-04-02,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028644,5001222676,P01-95449735436,YWWRP,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-02 15:16:02,2024-04-02,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028645,5001203179,K01-5001197754,260KT,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-02 15:16:54,2024-04-02,FY25,Q1,04,WK09,P3,2
CS-DIRSEL-RC0028648,5001260992,K01-5001234536,0Y01Y,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-04 15:12:41,2024-04-04,FY25,Q1,04,WK09,P3,2
CS-DIRSEL-RC0028648,5001275743,K01-5001273025,GVYHR,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-04 15:12:41,2024-04-04,FY25,Q1,04,WK09,P3,2
CS-DIRSEL-RC0028648,5001276835,K01-5001272739,982JK,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-04 15:12:41,2024-04-04,FY25,Q1,04,WK09,P3,2
CS-DIRSEL-RC0028652,5001278955,P01-95449811525,7MHG4,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-04 15:30:17,2024-04-04,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028652,5001278968,P01-95449811960,YWWRP,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-04 15:30:17,2024-04-04,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028652,5001286689,P01-95449814237,N2RP0,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-04 15:30:17,2024-04-04,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028652,5001287663,P01-95449815787,990J2,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-04 15:30:17,2024-04-04,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028655,5001316177,P01-95449844720,990J2,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-05 13:51:14,2024-04-05,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028655,5001316204,P01-95449845511,1Y2TP,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-05 13:51:14,2024-04-05,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028655,5001317968,P01-95449846726,N2RP0,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-05 13:51:14,2024-04-05,FY25,Q1,04,WK09,P1,2
CS-DIRSEL-RC0028662,5001324909,P01-95449854968,59Y57,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-08 14:42:21,2024-04-08,FY25,Q1,04,WK10,P1,2
CS-DIRSEL-RC0028662,5001329109,P01-95449857952,30MKK,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-08 14:42:21,2024-04-08,FY25,Q1,04,WK10,P1,2
CS-DIRSEL-RC0028662,5001329110,P01-95449857991,F825V,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-08 14:42:21,2024-04-08,FY25,Q1,04,WK10,P1,2
CS-DIRSEL-RC0028662,5001368408,P01-95449894623,FR6C7,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-08 14:42:21,2024-04-08,FY25,Q1,04,WK10,P1,2
CS-DIRSEL-RC0028667,5001351405,K01-5001344411,KCD5R,REPLEN-IN,CSK,DIRSEL,KR,2,2024-04-08 15:08:37,2024-04-08,FY25,Q1,04,WK10,P3,2
CS-DIRSEL-RC0028667,5001351486,K01-5001344647,9D2HH,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-08 15:08:37,2024-04-08,FY25,Q1,04,WK10,P3,2
CS-DIRSEL-RC0028672,5001362650,P01-95449891809,9PHHT,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-09 13:35:19,2024-04-09,FY25,Q1,04,WK10,P1,2
CS-DIRSEL-RC0028676,5001399514,P01-95449928967,7MHG4,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-09 13:51:48,2024-04-09,FY25,Q1,04,WK10,P1,2
CS-DIRSEL-RC0028676,5001405067,P01-95449933581,260KT,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-09 13:51:48,2024-04-09,FY25,Q1,04,WK10,P1,2
CS-DIRSEL-RC0028676,5001409173,P01-95449936851,14P1W,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-09 13:51:48,2024-04-09,FY25,Q1,04,WK10,P1,2
CS-DIRSEL-RC0028676,5001433167,P01-95449968500,1M3M4,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-09 13:51:48,2024-04-09,FY25,Q1,04,WK10,P1,2
CS-DIRSEL-RC0028678,5001455527,P01-95448687100,D3R1D,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-12 11:49:34,2024-04-12,FY25,Q1,04,WK10,P1,2
CS-DIRSEL-RC0028678,5001484199,P01-95450021966,FKJDN,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-12 11:49:34,2024-04-12,FY25,Q1,04,WK10,P1,2
CS-DIRSEL-RC0028680,5001478335,K01-5001472994,NC2VH,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-12 12:17:53,2024-04-12,FY25,Q1,04,WK10,P3,2
CS-DIRSEL-RC0028680,5001478974,K01-5001473813,HV8FN,REPLEN-IN,CSK,DIRSEL,KR,3,2024-04-12 12:17:53,2024-04-12,FY25,Q1,04,WK10,P3,2
CS-DIRSEL-RC0028692,5001481033,P02-95449811942,F5PP9,PNAC-IN,SHPER1,DIRSEL,KR,1,2024-04-15 14:57:50,2024-04-15,FY25,Q1,04,WK11,P1,1
CS-DIRSEL-RC0028693,5001571455,P02-95449762665,RRMCK,PNAC-IN,CHSYD1,DIRSEL,KR,1,2024-04-15 14:58:39,2024-04-15,FY25,Q1,04,WK11,P1,1
CS-DIRSEL-RC0028697,5001563988,K01-5001548137,GM839,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001564464,K01-5001547053,982JK,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001564894,K01-5001545719,DPK0G,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001566240,K01-5001545479,7NHRY,REPLEN-IN,CSK,DIRSEL,KR,2,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001566432,K01-5001546785,PRR48,REPLEN-IN,CSK,DIRSEL,KR,2,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001566484,K01-5001547606,9M47G,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001566612,K01-5001547162,9PHHT,REPLEN-IN,CSK,DIRSEL,KR,2,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001567026,K01-5001546107,4RH8K,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001567293,K01-5001546816,Y1R4H,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001567527,K01-5001546462,KHVV7,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001567881,K01-5001546104,PW9RR,REPLEN-IN,CSK,DIRSEL,KR,2,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001567998,K01-5001546530,PJDGF,REPLEN-IN,CSK,DIRSEL,KR,2,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001568004,K01-5001546074,N0992,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001568892,K01-5001546681,C0YYY,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001568994,K01-5001545550,1G21C,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001569113,K01-5001548121,KYWH7,REPLEN-IN,CSK,DIRSEL,KR,2,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028697,5001569392,K01-5001547411,N338G,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:26,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028698,5001525828,P01-95450073751,3V7GF,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:54,2024-04-15,FY25,Q1,04,WK11,P1,1
CS-DIRSEL-RC0028698,5001528312,P02-95450075873,NR5P3,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:54,2024-04-15,FY25,Q1,04,WK11,P1,1
CS-DIRSEL-RC0028698,5001528330,P01-95450075609,HG4RN,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:54,2024-04-15,FY25,Q1,04,WK11,P1,1
CS-DIRSEL-RC0028698,5001528333,P01-95450075509,8WP3T,PNAC-IN,CSK,DIRSEL,KR,1,2024-04-15 15:04:54,2024-04-15,FY25,Q1,04,WK11,P1,1
CS-DIRSEL-RC0028700,5001563580,K01-5001546449,KCD5R,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001563901,K01-5001545374,DY62R,REPLEN-IN,CSK,DIRSEL,KR,2,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001564636,K01-5001548362,49PDM,REPLEN-IN,CSK,DIRSEL,KR,2,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001564785,K01-5001548041,DPC2R,REPLEN-IN,CSK,DIRSEL,KR,3,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001566189,K01-5001547288,M5GPC,REPLEN-IN,CSK,DIRSEL,KR,2,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001566239,K01-5001545720,FMG64,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001566391,K01-5001545376,7V5YW,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001566950,K01-5001546840,GRR20,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001567436,K01-5001547819,57FFP,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001567836,K01-5001548107,54CCV,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001567958,K01-5001548191,J37VM,REPLEN-IN,CSK,DIRSEL,KR,2,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001568954,K01-5001546075,47J2X,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001569473,K01-5001547618,24X86,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028700,5001569482,K01-5001547719,W5CP7,REPLEN-IN,CSK,DIRSEL,KR,1,2024-04-15 15:27:25,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028701,5001615597,5001615597,VP58P,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-04-15 15:27:49,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028702,5001652534,5001652534,YD3W1,BALANCE-IN,CHTPE1,DIRSEL,KR,1,2024-04-15 16:03:17,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028702,5001652991,5001652991,48YJK,BALANCE-IN,CHTPE1,DIRSEL,KR,1,2024-04-15 16:03:17,2024-04-15,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028738,5001388526,5001388526,3PCVM,REPLEN-IN,CHSIN4,DIRSEL,KR,9,2024-04-16 10:51:11,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028740,5001344555,5001344555,P8P1P,REPLEN-IN,CHSIN4,DIRSEL,KR,4,2024-04-16 13:11:58,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028740,5001344611,5001344611,WFWKK,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-04-16 13:11:58,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028740,5001387852,5001387852,2VKW9,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-04-16 13:11:58,2024-04-16,FY25,Q1,04,WK11,P3,1
CS-DIRSEL-RC0028744,5001662356,P01-95450193900,M5CYK,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-04-16 13:12:54,2024-04-16,FY25,Q1,04,WK11,P1,1
CS-DIRSEL-RC0028745,5001637186,P03-95450024340,Y1N7X,PNAC-IN,SHPER1,DIRSEL,KR,1,2024-04-16 13:13:15,2024-04-16,FY25,Q1,04,WK11,P1,1
